deployment_id,deployment_name,version,environment,status,cpu_usage,memory_usage,latency,build_duration,deployment_duration,error_count,healthy,resource_usage,deployment_speed,failure_risk
2308,Discuss-Service,1.5.8,UAT,Success,30.47,23.73,371.82,145.14,260.48,1,0,27.1,202.81,57.182
2309,Million-Service,1.8.3,QA,Running,94.79,70.36,202.75,184.41,185.73,1,0,82.575,185.07,40.275
2310,Only-Service,1.7.3,DEV,Failed,29.97,53.64,383.24,151.24,161.94,5,0,41.805,156.59,138.324
2311,Chair-Service,1.3.8,QA,Running,95.87,64.2,348.04,72.59,115.3,1,0,80.035,93.945,54.804
2312,Walk-Service,1.4.9,DEV,Failed,59.78,81.58,305.95,54.62,289.99,2,0,70.68,172.305,70.595
2313,Under-Service,1.7.7,QA,Failed,41.07,56.07,365.67,270.48,310.86,1,0,48.57,290.67,56.567
2314,Cause-Service,1.2.3,UAT,Success,72.61,50.11,40.62,273.13,189.12,1,0,61.36,231.125,24.061999999999998
2315,Food-Service,1.0.1,UAT,Running,61.65,50.92,269.29,134.58,259.98,0,0,56.285,197.28000000000003,26.929000000000002
2316,Cell-Service,1.9.5,PROD,Failed,84.13,27.67,166.04,87.92,332.29,0,1,55.9,210.10500000000002,16.604
2317,Past-Service,1.8.2,DEV,Success,92.91,82.24,387.97,200.27,100.23,2,0,87.57499999999999,150.25,78.797
2318,Company-Service,1.0.7,DEV,Failed,97.78,30.12,219.76,33.99,92.19,4,0,63.95,63.09,101.976
2319,Technology-Service,1.4.9,PROD,Running,73.61,80.34,199.03,277.47,267.6,5,0,76.975,272.535,119.90299999999999
2320,Family-Service,1.4.6,UAT,Running,52.52,31.32,205.91,150.02,128.6,5,0,41.92,139.31,120.59100000000001
2321,Card-Service,1.9.6,UAT,Running,30.45,20.29,388.21,43.58,236.65,5,0,25.369999999999997,140.115,138.821
2322,Herself-Service,1.4.4,UAT,Success,67.03,28.3,190.41,113.81,289.9,2,0,47.665,201.855,59.041
2323,However-Service,1.6.1,DEV,Failed,61.15,92.62,206.2,265.52,164.64,2,0,76.885,215.07999999999998,60.62
2324,Activity-Service,1.5.5,PROD,Running,94.04,85.44,311.49,83.57,61.06,0,0,89.74000000000001,72.315,31.149
2325,Bill-Service,1.0.0,UAT,Running,91.57,22.05,227.24,231.8,153.54,4,0,56.809999999999995,192.67000000000002,102.724
2326,Member-Service,1.8.9,QA,Running,52.32,41.94,169.41,203.85,138.83,3,0,47.129999999999995,171.34,76.941
2327,Again-Service,1.1.9,QA,Failed,25.37,27.33,284.87,35.43,44.8,5,0,26.35,40.114999999999995,128.487
2328,Want-Service,1.9.0,PROD,Failed,70.68,98.49,159.03,182.78,286.46,3,0,84.58500000000001,234.62,75.903
2329,Collection-Service,1.1.5,QA,Running,40.54,66.83,47.57,290.5,224.69,2,0,53.685,257.595,44.757
2330,Certainly-Service,1.6.6,DEV,Running,35.35,51.05,189.14,111.69,125.69,5,0,43.2,118.69,118.914
2331,Condition-Service,1.3.0,UAT,Running,72.52,42.7,184.49,243.51,252.8,2,0,57.61,248.155,58.449
2332,Whose-Service,1.6.0,QA,Failed,98.04,72.47,231.67,180.8,155.23,3,0,85.255,168.015,83.167
2333,Eat-Service,1.7.5,PROD,Running,51.04,30.77,358.33,145.35,126.18,1,0,40.905,135.765,55.833
2334,Suddenly-Service,1.1.8,QA,Running,86.28,91.21,99.08,45.45,245.75,1,0,88.745,145.6,29.908
2335,Clear-Service,1.2.3,PROD,Success,38.29,94.65,145.37,89.81,85.12,1,0,66.47,87.465,34.537
2336,Why-Service,1.8.4,QA,Success,96.44,83.0,160.07,107.24,194.76,3,0,89.72,151.0,76.007
2337,Side-Service,1.7.2,PROD,Success,68.42,40.71,221.93,252.92,135.35,1,0,54.565,194.135,42.193
2338,And-Service,1.3.1,DEV,Failed,61.91,70.61,357.86,107.8,119.81,1,0,66.25999999999999,113.805,55.786
2339,Yes-Service,1.2.6,QA,Failed,69.94,96.53,390.24,235.84,151.05,0,0,83.235,193.445,39.024
2340,Your-Service,1.9.5,QA,Failed,62.85,45.4,321.93,209.67,346.92,2,0,54.125,278.295,72.193
2341,Environmental-Service,1.8.6,PROD,Success,91.3,91.95,385.22,246.66,318.17,1,0,91.625,282.415,58.522000000000006
2342,Radio-Service,1.9.2,UAT,Failed,63.32,75.64,172.89,236.48,173.54,2,0,69.48,205.01,57.289
2343,Several-Service,1.1.1,QA,Success,78.96,43.87,97.73,193.41,301.39,1,0,61.41499999999999,247.39999999999998,29.773
2344,Guess-Service,1.2.8,QA,Running,84.08,27.11,352.76,55.62,105.08,0,0,55.595,80.35,35.275999999999996
2345,Camera-Service,1.3.5,PROD,Success,27.0,89.88,81.25,299.26,117.36,1,0,58.44,208.31,28.125
2346,Home-Service,1.0.9,DEV,Success,42.25,73.84,130.25,214.55,163.67,3,0,58.045,189.11,73.025
2347,Improve-Service,1.0.8,PROD,Running,26.58,58.01,143.15,294.81,110.77,3,0,42.295,202.79,74.315
2348,Star-Service,1.3.6,DEV,Running,25.93,76.11,210.51,70.89,232.09,1,0,51.019999999999996,151.49,41.051
2349,Democratic-Service,1.7.5,DEV,Failed,36.28,63.77,68.41,51.19,134.64,1,0,50.025000000000006,92.91499999999999,26.841
2350,Necessary-Service,1.3.8,PROD,Success,38.02,82.05,158.3,34.75,213.02,4,0,60.035,123.885,95.83
2351,Again-Service,1.8.4,UAT,Failed,30.1,57.68,87.0,240.95,148.82,4,0,43.89,194.885,88.7
2352,Conference-Service,1.9.6,UAT,Failed,61.71,29.38,26.53,30.33,115.57,2,0,45.545,72.94999999999999,42.653
2353,Bag-Service,1.3.5,PROD,Failed,58.07,89.04,116.18,175.71,190.53,3,0,73.555,183.12,71.618
2354,Choose-Service,1.7.7,DEV,Failed,26.82,39.06,305.51,163.28,153.37,5,0,32.94,158.325,130.551
2355,Whom-Service,1.5.4,QA,Failed,75.6,95.51,124.03,54.05,140.31,1,0,85.555,97.18,32.403
2356,Fight-Service,1.4.0,PROD,Success,61.14,75.25,115.3,210.77,235.8,5,0,68.195,223.28500000000003,111.53
2357,Name-Service,1.0.3,PROD,Success,93.24,26.96,331.87,152.14,273.86,4,0,60.099999999999994,213.0,113.187
2358,Bad-Service,1.0.3,DEV,Running,67.71,89.5,56.29,51.99,136.37,3,0,78.60499999999999,94.18,65.629
2359,Huge-Service,1.2.3,PROD,Success,71.06,37.75,352.57,51.51,166.56,0,0,54.405,109.035,35.257
2360,Itself-Service,1.8.2,DEV,Success,73.48,76.57,69.43,125.7,307.83,4,0,75.025,216.765,86.943
2361,Drug-Service,1.8.2,DEV,Success,68.79,88.41,73.95,49.03,344.88,1,0,78.6,196.95499999999998,27.395
2362,Without-Service,1.2.1,DEV,Success,39.26,54.86,166.06,65.9,201.35,2,0,47.06,133.625,56.606
2363,Different-Service,1.8.7,PROD,Failed,59.88,45.61,83.04,67.79,55.3,3,0,52.745000000000005,61.545,68.304
2364,Sea-Service,1.5.8,UAT,Running,34.79,61.68,341.8,208.18,126.17,2,0,48.235,167.175,74.18
2365,Usually-Service,1.0.8,PROD,Running,79.74,80.33,357.96,156.02,257.96,3,0,80.035,206.99,95.79599999999999
2366,Onto-Service,1.8.4,UAT,Success,88.69,22.86,392.43,171.76,47.47,0,0,55.775,109.615,39.243
2367,Development-Service,1.8.5,UAT,Success,67.07,62.4,75.15,264.42,134.52,4,0,64.735,199.47000000000003,87.515
2368,Dark-Service,1.2.8,DEV,Success,66.85,98.02,328.27,119.1,168.7,1,0,82.435,143.89999999999998,52.827
2369,West-Service,1.1.3,DEV,Success,55.49,63.43,383.83,47.96,293.86,0,0,59.46,170.91,38.382999999999996
2370,Alone-Service,1.2.1,DEV,Success,94.16,25.79,383.36,203.42,195.0,3,0,59.974999999999994,199.20999999999998,98.336
2371,On-Service,1.2.2,QA,Running,98.12,28.9,113.8,76.11,109.08,3,0,63.510000000000005,92.595,71.38
2372,Field-Service,1.8.0,PROD,Failed,90.23,63.0,127.95,77.51,258.48,1,0,76.61500000000001,167.995,32.795
2373,Respond-Service,1.7.9,UAT,Failed,91.08,47.47,143.13,169.81,209.62,4,0,69.275,189.715,94.313
2374,Value-Service,1.4.4,PROD,Running,78.35,87.07,149.76,38.67,274.54,1,0,82.71,156.60500000000002,34.976
2375,Sell-Service,1.8.2,UAT,Running,65.53,90.3,206.43,256.92,107.04,0,0,77.91499999999999,181.98000000000002,20.643
2376,Back-Service,1.5.8,QA,Running,95.56,56.82,373.36,223.31,113.69,4,0,76.19,168.5,117.336
2377,Stand-Service,1.4.2,PROD,Success,69.32,65.34,162.01,81.8,295.97,1,0,67.33,188.88500000000002,36.201
2378,Sometimes-Service,1.8.4,UAT,Failed,86.95,72.04,309.48,63.54,283.29,5,0,79.495,173.41500000000002,130.948
2379,Century-Service,1.7.8,PROD,Running,43.09,92.15,392.81,131.47,265.96,1,0,67.62,198.71499999999997,59.281
2380,Against-Service,1.3.2,QA,Running,42.74,74.49,158.35,168.89,255.33,0,1,58.614999999999995,212.11,15.834999999999999
2381,Notice-Service,1.1.4,UAT,Success,95.29,94.27,169.13,287.38,206.15,5,0,94.78,246.765,116.913
2382,Yes-Service,1.7.5,UAT,Running,62.2,21.23,386.96,166.07,279.03,1,0,41.715,222.54999999999998,58.696
2383,Statement-Service,1.3.4,UAT,Running,21.96,20.53,46.36,108.18,244.77,0,1,21.245,176.47500000000002,4.636
2384,Goal-Service,1.5.6,UAT,Success,23.17,41.41,249.11,172.3,332.75,0,1,32.29,252.525,24.911
2385,Success-Service,1.8.6,DEV,Failed,95.26,33.81,353.31,278.32,247.08,2,0,64.535,262.7,75.331
2386,Generation-Service,1.4.6,PROD,Success,41.84,25.18,181.4,145.1,218.17,3,0,33.510000000000005,181.635,78.14
2387,Team-Service,1.6.5,DEV,Failed,67.85,20.01,176.86,227.64,174.78,4,0,43.93,201.20999999999998,97.686
2388,Key-Service,1.8.3,PROD,Success,87.81,58.17,298.95,50.48,239.19,0,0,72.99000000000001,144.835,29.895
2389,Alone-Service,1.6.1,PROD,Running,77.25,41.39,348.06,32.08,146.12,0,0,59.32,89.1,34.806
2390,Season-Service,1.7.2,QA,Running,38.96,95.41,233.68,101.72,119.18,5,0,67.185,110.45,123.368
2391,World-Service,1.9.6,QA,Failed,63.85,88.17,102.81,297.06,82.75,5,0,76.01,189.905,110.281
2392,Star-Service,1.7.9,QA,Running,43.65,87.58,325.01,185.66,345.09,1,0,65.615,265.375,52.501
2393,Take-Service,1.1.9,DEV,Running,88.62,89.06,271.45,230.2,256.43,5,0,88.84,243.315,127.145
2394,Require-Service,1.8.8,QA,Success,57.07,44.0,350.14,43.93,265.57,5,0,50.535,154.75,135.014
2395,Door-Service,1.2.4,QA,Success,94.06,52.41,110.59,230.22,290.14,4,0,73.235,260.18,91.059
2396,Spend-Service,1.2.9,UAT,Failed,56.29,31.81,58.97,119.18,215.33,1,0,44.05,167.255,25.897
2397,House-Service,1.2.0,UAT,Success,79.83,94.14,73.53,211.42,231.12,2,0,86.985,221.26999999999998,47.353
2398,Research-Service,1.8.2,DEV,Failed,69.76,30.81,291.94,270.49,277.7,3,0,50.285000000000004,274.095,89.194
2399,Human-Service,1.9.6,UAT,Success,82.28,91.07,121.09,202.3,325.91,5,0,86.675,264.105,112.109
2400,Begin-Service,1.4.7,UAT,Success,95.66,86.98,256.28,36.9,159.99,5,0,91.32,98.44500000000001,125.628
2401,Different-Service,1.7.3,PROD,Running,92.92,21.3,39.49,226.82,279.85,3,0,57.11,253.335,63.949
2402,Happy-Service,1.3.9,UAT,Failed,66.23,24.97,75.77,86.7,51.92,5,0,45.6,69.31,107.577
2403,Price-Service,1.6.3,QA,Running,36.27,91.3,78.21,276.55,345.32,3,0,63.785,310.935,67.821
2404,Build-Service,1.6.2,UAT,Running,81.54,68.9,52.52,52.7,172.99,0,1,75.22,112.845,5.252000000000001
2405,Management-Service,1.2.1,DEV,Running,42.86,96.05,94.53,169.68,89.93,3,0,69.455,129.805,69.453
2406,Share-Service,1.4.7,DEV,Success,54.06,84.87,352.08,245.98,69.17,5,0,69.465,157.575,135.208
2407,Surface-Service,1.3.2,PROD,Success,47.53,71.57,399.54,110.29,200.34,1,0,59.55,155.315,59.954
2408,Kid-Service,1.3.8,QA,Failed,41.74,73.95,181.39,127.75,230.27,3,0,57.845,179.01,78.139
2409,Four-Service,1.8.2,QA,Success,43.02,93.02,266.64,171.39,153.56,3,0,68.02,162.475,86.664
2410,Food-Service,1.7.0,QA,Failed,23.02,38.47,87.92,288.91,54.57,5,0,30.744999999999997,171.74,108.792
2411,Government-Service,1.3.4,DEV,Success,91.52,35.04,299.48,220.85,288.66,0,0,63.28,254.755,29.948
2412,Real-Service,1.8.3,PROD,Success,23.85,94.21,271.89,83.91,231.68,4,0,59.03,157.79500000000002,107.189
2413,Argue-Service,1.6.3,UAT,Running,24.12,54.66,304.34,200.71,49.25,0,0,39.39,124.98,30.433999999999997
2414,Really-Service,1.9.1,PROD,Failed,60.46,39.07,112.73,221.49,123.54,5,0,49.765,172.51500000000001,111.273
2415,Quickly-Service,1.2.3,DEV,Failed,75.09,95.76,121.67,245.44,168.99,0,0,85.42500000000001,207.215,12.167
2416,Reality-Service,1.6.2,PROD,Failed,30.56,59.06,266.6,147.72,205.24,0,0,44.81,176.48000000000002,26.660000000000004
2417,Step-Service,1.7.1,QA,Failed,66.1,41.68,219.05,192.3,160.63,3,0,53.89,176.465,81.905
2418,Them-Service,1.1.2,DEV,Failed,42.26,60.03,223.07,40.68,249.87,0,1,51.144999999999996,145.275,22.307
2419,Already-Service,1.7.8,PROD,Failed,80.91,59.62,35.38,131.26,219.02,0,1,70.265,175.14,3.5380000000000003
2420,Education-Service,1.0.5,PROD,Failed,25.37,31.93,266.63,50.07,81.76,4,0,28.65,65.915,106.663
2421,Anyone-Service,1.9.8,QA,Running,20.37,99.35,306.33,175.57,243.6,2,0,59.86,209.58499999999998,70.633
2422,Character-Service,1.1.0,UAT,Success,29.35,34.26,238.0,80.25,129.07,4,0,31.805,104.66,103.8
2423,Whether-Service,1.6.3,QA,Failed,93.99,36.17,319.0,179.92,320.12,1,0,65.08,250.01999999999998,51.9
2424,Him-Service,1.6.5,PROD,Success,99.93,55.85,131.18,213.53,72.06,0,0,77.89,142.79500000000002,13.118
2425,What-Service,1.0.6,QA,Success,85.22,31.17,389.92,133.16,195.35,5,0,58.195,164.255,138.99200000000002
2426,Because-Service,1.9.0,DEV,Running,42.36,65.51,139.01,253.51,236.72,4,0,53.935,245.115,93.901
2427,Remain-Service,1.9.9,PROD,Success,35.91,81.55,375.87,201.95,339.29,1,0,58.73,270.62,57.587
2428,None-Service,1.3.1,UAT,Success,54.39,46.67,88.39,231.67,326.15,1,0,50.53,278.90999999999997,28.839
2429,Seven-Service,1.8.2,DEV,Running,84.47,71.63,228.69,230.4,153.6,0,1,78.05,192.0,22.869
2430,Door-Service,1.6.9,DEV,Success,91.22,28.79,150.77,99.31,207.85,1,0,60.004999999999995,153.57999999999998,35.077
2431,Cup-Service,1.1.3,PROD,Running,73.6,86.92,335.18,180.12,168.4,5,0,80.25999999999999,174.26,133.518
2432,Sense-Service,1.9.9,UAT,Success,94.14,97.12,27.35,218.95,75.14,3,0,95.63,147.045,62.735
2433,Experience-Service,1.4.3,DEV,Failed,54.7,40.71,55.91,48.93,298.59,4,0,47.705,173.76,85.591
2434,Resource-Service,1.2.6,UAT,Running,41.35,39.8,321.23,49.86,222.19,3,0,40.575,136.025,92.123
2435,Attention-Service,1.3.3,QA,Failed,64.43,78.96,171.51,122.85,119.65,0,1,71.695,121.25,17.151
2436,Sure-Service,1.0.4,QA,Success,83.8,40.23,118.26,44.94,77.32,5,0,62.015,61.129999999999995,111.826
2437,Doctor-Service,1.7.1,UAT,Running,25.58,20.52,394.86,62.05,70.61,0,0,23.049999999999997,66.33,39.486000000000004
2438,Ahead-Service,1.6.3,QA,Running,80.37,84.41,280.65,95.46,272.86,3,0,82.39,184.16,88.065
2439,Politics-Service,1.3.4,DEV,Running,50.4,37.62,132.68,118.87,225.15,5,0,44.01,172.01,113.268
2440,Fast-Service,1.7.2,QA,Failed,37.35,49.22,112.07,106.29,126.07,5,0,43.285,116.18,111.207
2441,Central-Service,1.3.2,PROD,Success,34.74,46.16,138.63,61.76,291.47,1,0,40.45,176.615,33.863
2442,Note-Service,1.2.2,PROD,Running,65.26,85.91,129.86,109.31,205.78,5,0,75.58500000000001,157.54500000000002,112.986
2443,Sense-Service,1.0.3,QA,Running,33.04,38.2,54.41,299.19,43.6,1,0,35.620000000000005,171.395,25.441
2444,Traditional-Service,1.2.1,UAT,Failed,71.61,91.76,56.48,236.35,114.21,3,0,81.685,175.28,65.648
2445,Court-Service,1.9.1,DEV,Failed,64.46,33.54,224.01,124.12,86.37,3,0,49.0,105.245,82.401
2446,Successful-Service,1.6.9,PROD,Running,32.05,78.14,283.55,177.41,82.44,5,0,55.095,129.925,128.355
2447,True-Service,1.6.5,PROD,Failed,29.05,37.4,340.19,128.9,297.56,1,0,33.225,213.23000000000002,54.019
2448,Discussion-Service,1.1.6,UAT,Running,54.19,69.47,324.24,91.15,311.95,5,0,61.83,201.55,132.424
2449,Low-Service,1.8.5,PROD,Success,64.12,44.21,188.31,85.17,280.9,5,0,54.165000000000006,183.035,118.831
2450,Score-Service,1.6.8,QA,Failed,94.75,90.48,26.26,263.54,221.17,1,0,92.61500000000001,242.35500000000002,22.626
2451,Ten-Service,1.8.8,QA,Success,62.67,46.0,178.7,70.97,320.53,2,0,54.335,195.75,57.87
2452,Certain-Service,1.1.9,PROD,Success,80.3,24.43,56.85,46.71,129.16,3,0,52.364999999999995,87.935,65.685
2453,Very-Service,1.3.5,DEV,Running,21.38,77.17,370.17,249.92,232.98,2,0,49.275,241.45,77.017
2454,Hold-Service,1.9.1,DEV,Success,37.35,40.32,123.93,233.04,86.47,4,0,38.835,159.755,92.393
2455,Page-Service,1.7.9,PROD,Success,97.43,49.99,241.98,227.65,330.23,0,0,73.71000000000001,278.94,24.198
2456,Success-Service,1.1.6,QA,Running,71.85,60.66,101.33,292.43,222.53,0,1,66.255,257.48,10.133
2457,Investment-Service,1.2.0,PROD,Failed,45.84,70.65,301.61,171.31,60.8,3,0,58.245000000000005,116.055,90.161
2458,Or-Service,1.8.6,PROD,Failed,79.6,24.85,245.0,76.63,266.86,3,0,52.224999999999994,171.745,84.5
2459,Value-Service,1.6.7,UAT,Success,32.38,94.14,160.9,147.8,225.12,3,0,63.260000000000005,186.46,76.09
2460,Support-Service,1.2.1,UAT,Running,22.62,77.23,97.47,83.93,53.33,1,0,49.925000000000004,68.63,29.747
2461,Election-Service,1.5.2,QA,Failed,37.99,94.06,277.44,247.21,264.0,3,0,66.025,255.60500000000002,87.744
2462,Country-Service,1.8.8,PROD,Running,76.7,20.97,300.2,92.36,44.85,3,0,48.835,68.605,90.02
2463,Realize-Service,1.4.1,QA,Success,66.05,57.87,250.97,30.69,334.31,5,0,61.959999999999994,182.5,125.09700000000001
2464,Rather-Service,1.7.6,UAT,Running,91.59,49.02,233.0,215.86,321.84,1,0,70.305,268.85,43.3
2465,Value-Service,1.7.6,DEV,Running,95.94,90.33,164.22,42.46,124.4,1,0,93.13499999999999,83.43,36.422
2466,Purpose-Service,1.5.9,UAT,Failed,73.0,28.33,384.77,173.36,229.92,2,0,50.665,201.64,78.477
2467,There-Service,1.3.9,DEV,Success,30.56,70.9,372.46,219.23,108.68,4,0,50.730000000000004,163.95499999999998,117.246
2468,Memory-Service,1.3.9,PROD,Success,55.13,73.33,145.64,228.45,45.05,1,0,64.23,136.75,34.564
2469,Role-Service,1.6.7,UAT,Running,95.95,40.58,133.06,128.3,92.77,1,0,68.265,110.535,33.306
2470,Expert-Service,1.6.0,QA,Failed,47.14,50.48,106.26,115.31,82.66,1,0,48.81,98.985,30.626
2471,Letter-Service,1.1.7,QA,Failed,48.95,48.64,111.65,180.7,317.17,2,0,48.795,248.935,51.165
2472,Effect-Service,1.5.8,UAT,Running,78.32,99.42,391.74,125.65,115.83,1,0,88.87,120.74000000000001,59.174
2473,Grow-Service,1.9.4,QA,Failed,66.51,44.14,51.9,287.08,53.46,1,0,55.325,170.26999999999998,25.189999999999998
2474,Doctor-Service,1.3.4,DEV,Running,56.79,82.32,25.18,77.93,68.3,0,1,69.55499999999999,73.11500000000001,2.518
2475,Lose-Service,1.5.9,QA,Running,71.31,21.77,103.72,194.41,289.71,4,0,46.54,242.06,90.372
2476,High-Service,1.2.0,DEV,Success,34.69,69.56,122.44,223.27,181.85,0,1,52.125,202.56,12.244
2477,Site-Service,1.6.5,PROD,Success,63.21,94.5,244.15,252.7,221.53,5,0,78.855,237.115,124.41499999999999
2478,Large-Service,1.0.3,UAT,Running,79.61,90.91,136.85,216.55,328.79,1,0,85.25999999999999,272.67,33.685
2479,Toward-Service,1.3.2,PROD,Success,81.97,57.46,158.32,47.34,197.07,0,1,69.715,122.205,15.831999999999999
2480,Knowledge-Service,1.7.8,DEV,Failed,99.99,71.74,248.07,156.34,117.04,2,0,85.865,136.69,64.807
2481,Those-Service,1.7.1,PROD,Running,57.12,79.35,197.64,130.16,159.0,4,0,68.235,144.57999999999998,99.764
2482,Personal-Service,1.6.8,PROD,Running,48.56,96.52,161.64,104.0,137.34,3,0,72.53999999999999,120.67,76.164
2483,Thank-Service,1.4.3,UAT,Failed,66.69,58.91,387.46,245.91,166.7,5,0,62.8,206.305,138.74599999999998
2484,Win-Service,1.2.3,UAT,Success,38.29,37.5,101.63,213.83,121.47,3,0,37.894999999999996,167.65,70.163
2485,Radio-Service,1.0.4,QA,Running,35.36,52.25,33.58,188.84,182.84,4,0,43.805,185.84,83.358
2486,Amount-Service,1.7.7,PROD,Failed,66.45,64.92,259.4,230.72,270.88,5,0,65.685,250.8,125.94
2487,House-Service,1.5.9,DEV,Success,36.53,70.36,55.52,233.6,125.29,3,0,53.445,179.445,65.552
2488,Read-Service,1.9.2,PROD,Failed,95.94,89.68,336.45,84.68,235.87,5,0,92.81,160.275,133.64499999999998
2489,Play-Service,1.3.9,QA,Running,73.78,63.5,381.83,66.57,148.55,3,0,68.64,107.56,98.18299999999999
2490,Ever-Service,1.8.1,UAT,Running,84.9,25.12,296.68,226.62,326.84,3,0,55.010000000000005,276.73,89.668
2491,Camera-Service,1.2.1,PROD,Running,67.83,90.88,375.92,57.11,291.06,2,0,79.35499999999999,174.085,77.592
2492,Group-Service,1.3.9,QA,Failed,90.4,97.37,346.83,212.34,235.72,4,0,93.885,224.03,114.68299999999999
2493,Water-Service,1.6.5,UAT,Running,61.12,43.78,182.55,53.39,175.02,0,1,52.45,114.20500000000001,18.255000000000003
2494,Wonder-Service,1.9.0,DEV,Success,53.45,82.73,163.07,133.37,337.52,0,1,68.09,235.445,16.307
2495,Able-Service,1.6.1,DEV,Success,27.3,78.09,128.17,206.61,320.96,4,0,52.695,263.78499999999997,92.817
2496,Prove-Service,1.1.6,UAT,Failed,99.88,59.21,133.45,218.32,48.24,4,0,79.545,133.28,93.345
2497,Color-Service,1.8.2,PROD,Failed,76.23,55.17,297.02,255.97,50.56,5,0,65.7,153.265,129.702
2498,Their-Service,1.9.8,UAT,Success,41.82,56.94,202.23,265.47,149.12,4,0,49.379999999999995,207.29500000000002,100.223
2499,Represent-Service,1.0.5,DEV,Failed,46.96,71.68,352.11,98.94,223.78,4,0,59.32000000000001,161.36,115.211
2500,Father-Service,1.4.7,UAT,Failed,42.73,68.04,301.49,187.35,131.02,2,0,55.385000000000005,159.185,70.149
2501,Main-Service,1.5.4,DEV,Running,31.07,47.95,296.64,293.11,191.14,4,0,39.510000000000005,242.125,109.664
2502,Describe-Service,1.3.8,PROD,Failed,31.26,65.43,254.36,278.12,97.02,3,0,48.345000000000006,187.57,85.436
2503,Language-Service,1.8.8,DEV,Failed,88.26,39.13,122.94,87.43,327.41,2,0,63.69500000000001,207.42000000000002,52.294
2504,Partner-Service,1.3.9,UAT,Success,68.64,81.7,75.57,149.24,160.54,4,0,75.17,154.89,87.557
2505,Crime-Service,1.7.9,PROD,Failed,83.73,64.13,104.49,180.46,147.5,1,0,73.93,163.98000000000002,30.448999999999998
2506,All-Service,1.7.9,PROD,Success,41.46,54.03,269.91,160.41,314.52,1,0,47.745000000000005,237.46499999999997,46.991
2507,True-Service,1.0.4,QA,Success,71.82,74.62,323.05,164.23,82.3,1,0,73.22,123.26499999999999,52.305
2508,Sister-Service,1.0.4,DEV,Failed,35.0,32.79,172.88,130.11,332.79,0,1,33.894999999999996,231.45000000000002,17.288
2509,Great-Service,1.3.9,UAT,Failed,75.69,91.89,106.62,47.31,199.34,3,0,83.78999999999999,123.325,70.662
2510,More-Service,1.9.0,QA,Failed,72.7,33.96,380.81,176.21,135.05,3,0,53.33,155.63,98.081
2511,Card-Service,1.2.5,PROD,Failed,48.39,90.31,342.7,292.39,330.35,1,0,69.35,311.37,54.269999999999996
2512,Move-Service,1.2.9,PROD,Success,83.23,49.88,235.02,156.27,61.02,1,0,66.555,108.64500000000001,43.502
2513,Capital-Service,1.7.2,UAT,Failed,21.16,90.19,108.47,102.08,254.73,5,0,55.675,178.405,110.847
2514,Car-Service,1.6.5,PROD,Running,53.99,69.01,38.89,202.82,217.94,1,0,61.5,210.38,23.889
2515,Sort-Service,1.9.2,PROD,Running,73.33,55.14,174.94,180.69,89.27,4,0,64.235,134.98,97.494
2516,Middle-Service,1.4.3,PROD,Success,97.39,22.8,102.86,167.86,301.19,0,0,60.095,234.525,10.286
2517,Floor-Service,1.8.0,UAT,Running,36.65,28.48,349.58,123.72,270.52,0,0,32.565,197.12,34.958
2518,Thought-Service,1.1.0,QA,Running,21.84,41.75,318.11,198.05,184.46,2,0,31.795,191.255,71.811
2519,Which-Service,1.2.5,PROD,Failed,62.18,49.35,261.71,136.14,305.83,1,0,55.765,220.98499999999999,46.171
2520,Election-Service,1.7.8,DEV,Running,69.97,66.97,351.35,136.19,119.98,1,0,68.47,128.085,55.135000000000005
2521,Whatever-Service,1.7.9,QA,Running,40.75,39.68,351.78,46.55,283.94,4,0,40.215,165.245,115.178
2522,Reflect-Service,1.3.8,DEV,Running,40.67,41.05,137.96,91.88,65.16,2,0,40.86,78.52,53.796
2523,Miss-Service,1.8.1,DEV,Failed,70.49,95.93,137.23,187.96,304.91,3,0,83.21000000000001,246.435,73.723
2524,Key-Service,1.9.0,PROD,Failed,23.08,76.19,313.61,191.53,192.24,0,0,49.635,191.885,31.361
2525,Ok-Service,1.3.1,QA,Running,69.05,76.18,275.57,140.82,42.86,4,0,72.61500000000001,91.84,107.557
2526,Federal-Service,1.1.6,QA,Running,78.4,29.58,326.14,37.89,286.2,5,0,53.99,162.045,132.614
2527,Someone-Service,1.3.1,DEV,Success,86.47,54.45,328.45,138.77,235.05,4,0,70.46000000000001,186.91000000000003,112.845
2528,Article-Service,1.7.2,PROD,Success,66.33,67.28,314.54,263.64,117.52,3,0,66.805,190.57999999999998,91.45400000000001
2529,Certain-Service,1.7.7,DEV,Failed,38.09,87.59,141.49,61.16,343.2,2,0,62.84,202.18,54.149
2530,Various-Service,1.8.8,PROD,Running,54.19,28.12,264.98,50.25,205.8,3,0,41.155,128.025,86.498
2531,Sing-Service,1.6.5,UAT,Failed,82.24,99.88,309.5,101.12,93.87,3,0,91.06,97.495,90.95
2532,Through-Service,1.8.5,UAT,Failed,29.64,85.16,62.9,224.11,253.35,5,0,57.4,238.73000000000002,106.29
2533,Item-Service,1.1.4,UAT,Success,29.11,76.61,238.28,173.87,217.73,2,0,52.86,195.8,63.828
2534,Practice-Service,1.9.8,DEV,Success,76.25,43.57,193.16,48.74,265.13,5,0,59.91,156.935,119.316
